part,event,ID,mother,daughter1,daughter2,Px,Py,Pz,E,X,Y,Z,T,i1,i2,i3
232,5,433,3,7,8,-0.3494,-0.8162,1.4044,2.6874,0.5067,0.0771,0.8969,0.7805,55,0,10
233,6,111,3,17,18,-0.3808,-0.3158,0.2935,0.5908,0.5067,0.0771,0.8969,0.7805,55,0,10
234,7,431,5,9,10,-0.2663,-0.695,1.4213,2.5395,0.5067,0.0771,0.8969,0.7805,55,0,10
235,8,22,5,-1,-1,-0.0832,-0.1212,-0.0169,0.148,0.5067,0.0771,0.8969,0.7805,55,0,10
236,9,333,7,11,12,-0.1479,-0.7596,0.506,1.3927,0.4715,-0.0147,1.0846,1.116,55,0,10
237,10,213,7,13,14,-0.1184,0.0646,0.9152,1.1468,0.4715,-0.0147,1.0846,1.116,55,0,10
238,11,130,9,35,36,-0.0006,-0.2107,0.2464,0.5939,0.4715,-0.0147,1.0846,1.116,55,0,10
239,12,310,9,37,38,-0.1473,-0.5489,0.2597,0.7988,0.4715,-0.0147,1.0846,1.116,55,0,10
240,13,211,10,39,39,0.1151,-0.2105,0.2291,0.3599,0.4715,-0.0147,1.0846,1.116,55,0,10
241,14,111,10,15,16,-0.2335,0.2751,0.6861,0.7868,0.4715,-0.0147,1.0846,1.116,55,0,10
242,15,22,14,-1,-1,-0.2058,0.1456,0.4723,0.5354,0.4715,-0.0147,1.0846,1.116,55,0,10
243,16,22,14,-1,-1,-0.0277,0.1295,0.2138,0.2515,0.4715,-0.0147,1.0846,1.116,55,0,10
244,17,22,6,40,41,-0.2554,-0.2625,0.1586,0.3992,0.5067,0.0771,0.8969,0.7805,55,0,10
245,18,22,6,-1,-1,-0.1253,-0.0533,0.1348,0.1916,0.5067,0.0771,0.8969,0.7805,55,0,10
246,19,-421,4,21,22,0.3815,1.096,0.5268,2.2587,0.5067,0.0771,0.8969,0.7805,55,0,10
247,20,22,4,-1,-1,0.1328,0.0867,-0.0645,0.1713,0.5067,0.0771,0.8969,0.7805,55,0,10
248,21,-213,19,23,24,0.2008,0.9675,-0.2987,1.2716,0.5375,0.1654,0.9393,0.9626,55,0,10
249,22,321,19,42,43,0.1807,0.1285,0.8255,0.9871,0.5375,0.1654,0.9393,0.9626,55,0,10
250,23,-211,21,44,49,-0.0167,-0.0176,0.1054,0.1766,0.5375,0.1654,0.9393,0.9626,55,0,10
251,24,111,21,25,28,0.2174,0.9851,-0.4041,1.0951,0.5375,0.1654,0.9393,0.9626,55,0,10
252,25,-11,24,50,50,0.0061,0.0408,0.0034,0.0414,0.5375,0.1654,0.9393,0.9626,55,0,10
253,26,11,24,51,53,0.0165,0.0309,-0.0012,0.035,0.5375,0.1654,0.9393,0.9626,55,0,10
254,27,22,24,-1,-1,0.1936,0.9106,-0.4057,1.0155,0.5375,0.1654,0.9393,0.9626,55,0,10
255,28,22,24,-1,-1,0.0012,0.0028,-0.0006,0.0031,0.5375,0.1654,0.9393,0.9626,55,0,10
256,29,333,2,31,32,-0.38,2.1005,1.5348,2.8184,0.6576,0.0549,1.3918,1.973,55,0,10
257,30,-10321,2,33,34,0.7715,-2.1512,0.7888,2.963,0.6576,0.0549,1.3918,1.973,55,0,10
258,31,321,29,54,56,-0.2311,0.8693,0.5971,1.1872,0.6576,0.0549,1.3918,1.973,55,0,10
259,32,-321,29,57,60,-0.1489,1.2311,0.9377,1.6312,0.6576,0.0549,1.3918,1.973,55,0,10
260,33,310,30,61,62,0.8851,-2.2127,0.3181,2.4553,0.6576,0.0549,1.3918,1.973,55,0,10
261,34,-211,30,63,64,-0.1135,0.0615,0.4708,0.5077,0.6576,0.0549,1.3918,1.973,55,0,10
262,0,300553,-1,1,2,0.1757,0,4.4869,11.4875,0.4578,0.0747,-2.6631,-0.4356,55,0,11
263,1,521,0,3,4,-0.1876,-0.0696,2.2198,5.7303,0.4578,0.0747,-2.6631,-0.4356,55,0,11
264,2,-521,0,9,14,0.3633,0.0696,2.2671,5.7572,0.4578,0.0747,-2.6631,-0.4356,55,0,11
265,3,333,1,5,6,0.2223,0.339,3.6135,3.7763,0.4561,0.0741,-2.643,-0.3838,55,0,11
266,4,10321,1,7,8,-0.4099,-0.4086,-1.3938,1.954,0.4561,0.0741,-2.643,-0.3838,55,0,11
267,5,321,3,33,37,0.1767,0.1165,2.1178,2.1849,0.4561,0.0741,-2.643,-0.3838,55,0,11
268,6,-321,3,38,39,0.0456,0.2225,1.4957,1.5914,0.4561,0.0741,-2.643,-0.3838,55,0,11
269,7,310,4,40,41,-0.2438,-0.1728,-1.5064,1.6144,0.4561,0.0741,-2.643,-0.3838,55,0,11
270,8,211,4,42,47,-0.1662,-0.2358,0.1126,0.3397,0.4561,0.0741,-2.643,-0.3838,55,0,11
271,9,423,2,15,16,-0.9076,-0.9258,1.0413,2.6064,0.5035,0.0835,-2.3779,0.2887,55,0,11
272,10,-323,2,27,28,0.8248,0.5091,0.7732,1.5146,0.5035,0.0835,-2.3779,0.2887,55,0,11
273,11,311,2,30,30,0.0806,0.3631,0.1901,0.6497,0.5035,0.0835,-2.3779,0.2887,55,0,11
274,12,111,2,31,32,0.1575,-0.0259,0.1535,0.2593,0.5035,0.0835,-2.3779,0.2887,55,0,11
275,13,211,2,48,52,0.2988,0.322,0.1479,0.4841,0.5035,0.0835,-2.3779,0.2887,55,0,11
276,14,-211,2,-1,-1,-0.0908,-0.1728,-0.0389,0.2431,0.5035,0.0835,-2.3779,0.2887,55,0,11
277,15,421,9,17,18,-0.6963,-0.8543,0.9375,2.3603,0.5035,0.0835,-2.3779,0.2887,55,0,11
278,16,22,9,53,53,-0.2113,-0.0716,0.1038,0.246,0.5035,0.0835,-2.3779,0.2887,55,0,11
279,17,20213,15,19,20,-0.332,-0.7365,0.2852,1.4571,0.497,0.0754,-2.369,0.3109,55,0,11
280,18,-321,15,-1,-1,-0.3644,-0.1177,0.6523,0.9032,0.497,0.0754,-2.369,0.3109,55,0,11
281,19,213,17,21,22,-0.1436,-0.863,0.1282,1.15,0.497,0.0754,-2.369,0.3109,55,0,11
282,20,111,17,25,26,-0.1883,0.1264,0.157,0.3071,0.497,0.0754,-2.369,0.3109,55,0,11
283,21,211,19,54,54,0.135,-0.3029,0.3204,0.4818,0.497,0.0754,-2.369,0.3109,55,0,11
284,22,111,19,23,24,-0.2786,-0.5601,-0.1922,0.6682,0.497,0.0754,-2.369,0.3109,55,0,11
285,23,22,22,-1,-1,-0.199,-0.429,-0.2026,0.5145,0.497,0.0754,-2.369,0.3109,55,0,11
286,24,22,22,-1,-1,-0.0796,-0.1311,0.0104,0.1537,0.497,0.0754,-2.369,0.3109,55,0,11
287,25,22,20,-1,-1,-0.1759,0.1447,0.1054,0.251,0.497,0.0754,-2.369,0.3109,55,0,11
288,26,22,20,-1,-1,-0.0124,-0.0183,0.0516,0.0561,0.497,0.0754,-2.369,0.3109,55,0,11
289,27,-311,10,29,29,0.2254,0.3671,0.2894,0.719,0.5035,0.0835,-2.3779,0.2887,55,0,11
290,28,-211,10,-1,-1,0.5994,0.142,0.4839,0.7957,0.5035,0.0835,-2.3779,0.2887,55,0,11
291,29,130,27,55,56,0.2254,0.3671,0.2894,0.719,0.5035,0.0835,-2.3779,0.2887,55,0,11
292,30,130,11,-1,-1,0.0806,0.3631,0.1901,0.6497,0.5035,0.0835,-2.3779,0.2887,55,0,11
293,31,22,12,57,58,0.0393,0.012,0.1256,0.1321,0.5035,0.0835,-2.3779,0.2887,55,0,11
294,32,22,12,-1,-1,0.1182,-0.0378,0.0279,0.1272,0.5035,0.0835,-2.3779,0.2887,55,0,11
295,0,300553,-1,1,2,0.1761,0,4.5071,11.5045,0.5473,0.0706,-4.9607,-0.8186,55,0,12
296,1,521,0,3,5,0.2132,-0.3358,2.3312,5.7846,0.5473,0.0706,-4.9607,-0.8186,55,0,12
297,2,-521,0,17,18,-0.0371,0.3358,2.1759,5.7199,0.5473,0.0706,-4.9607,-0.8186,55,0,12
298,3,-20423,1,6,7,0.8236,-1.4258,1.9023,3.3301,0.5625,0.0467,-4.7948,-0.407,55,0,12
299,4,-11,1,23,28,0.3665,1.0249,0.8575,1.3857,0.5625,0.0467,-4.7948,-0.407,55,0,12
300,5,12,1,-1,-1,-0.977,0.0651,-0.4286,1.0688,0.5625,0.0467,-4.7948,-0.407,55,0,12
301,6,-423,3,8,9,0.6686,-1.235,1.7546,3.0132,0.5625,0.0467,-4.7948,-0.407,55,0,12
302,7,111,3,15,16,0.155,-0.1908,0.1477,0.317,0.5625,0.0467,-4.7948,-0.407,55,0,12
303,8,-421,6,10,12,0.6544,-1.1516,1.602,2.7926,0.5625,0.0467,-4.7948,-0.407,55,0,12
304,9,111,6,13,14,0.0142,-0.0834,0.1525,0.2205,0.5625,0.0467,-4.7948,-0.407,55,0,12
305,10,321,8,29,29,0.5993,0.1102,0.4709,0.9148,0.568,0.0369,-4.7812,-0.3832,55,0,12
306,11,11,8,30,33,0.0136,-0.4548,0.9447,1.0486,0.568,0.0369,-4.7812,-0.3832,55,0,12
307,12,-12,8,-1,-1,0.0415,-0.807,0.1864,0.8293,0.568,0.0369,-4.7812,-0.3832,55,0,12
308,13,22,9,-1,-1,-0.0595,-0.048,0.0608,0.0977,0.5625,0.0467,-4.7948,-0.407,55,0,12
309,14,22,9,-1,-1,0.0737,-0.0353,0.0918,0.1229,0.5625,0.0467,-4.7948,-0.407,55,0,12
310,15,22,7,-1,-1,0.109,-0.1446,0.0316,0.1838,0.5625,0.0467,-4.7948,-0.407,55,0,12
311,16,22,7,34,34,0.046,-0.0462,0.1161,0.1332,0.5625,0.0467,-4.7948,-0.407,55,0,12
312,17,333,2,19,20,0.5474,2.0914,2.3618,3.3608,0.5463,0.0798,-4.9014,-0.6628,55,0,12
313,18,-10321,2,21,22,-0.5845,-1.7556,-0.1858,2.3591,0.5463,0.0798,-4.9014,-0.6628,55,0,12
314,19,321,17,35,38,0.28,1.2236,1.1945,1.8017,0.5463,0.0798,-4.9014,-0.6628,55,0,12
315,20,-321,17,39,41,0.2675,0.8678,1.1673,1.5591,0.5463,0.0798,-4.9014,-0.6628,55,0,12
316,21,310,18,42,43,-0.8093,-1.8326,-0.2403,2.0782,0.5463,0.0798,-4.9014,-0.6628,55,0,12
317,22,-211,18,44,49,0.2248,0.077,0.0545,0.2809,0.5463,0.0798,-4.9014,-0.6628,55,0,12
318,0,300553,-1,1,2,0.1761,0,4.5066,11.4997,0.4512,0.0703,0.6369,0.1147,55,0,13
319,1,521,0,3,8,-0.0573,0.2823,2.3354,5.7798,0.4512,0.0703,0.6369,0.1147,55,0,13
320,2,-521,0,32,33,0.2333,-0.2823,2.1711,5.7199,0.4512,0.0703,0.6369,0.1147,55,0,13
321,3,-423,1,9,10,0.4664,1.0141,0.1412,2.3008,0.4434,0.1092,0.9589,0.9114,55,0,13
322,4,213,1,20,21,-0.2189,-0.2803,0.6743,0.9993,0.4434,0.1092,0.9589,0.9114,55,0,13
323,5,-211,1,38,40,0.0139,-0.1083,0.1196,0.2138,0.4434,0.1092,0.9589,0.9114,55,0,13
324,6,211,1,41,41,-0.0273,-0.0087,0.0059,0.1426,0.4434,0.1092,0.9589,0.9114,55,0,13
325,7,-213,1,24,25,-0.2655,-0.0131,0.5477,0.9762,0.4434,0.1092,0.9589,0.9114,55,0,13
326,8,213,1,28,29,-0.0258,-0.3213,0.8467,1.147,0.4434,0.1092,0.9589,0.9114,55,0,13
327,9,-421,3,11,14,0.4241,0.9281,0.171,2.1327,0.4434,0.1092,0.9589,0.9114,55,0,13
328,10,111,3,18,19,0.0422,0.086,-0.0298,0.1682,0.4434,0.1092,0.9589,0.9114,55,0,13
329,11,311,9,15,15,0.6476,0.1258,0.275,0.8709,0.4625,0.1512,0.9666,1.0078,55,0,13
330,12,211,9,42,42,0.0807,0.49,-0.3542,0.6257,0.4625,0.1512,0.9666,1.0078,55,0,13
331,13,-211,9,-1,-1,-0.2246,0.1237,0.0091,0.2921,0.4625,0.1512,0.9666,1.0078,55,0,13
332,14,111,9,16,17,-0.0795,0.1887,0.2412,0.344,0.4625,0.1512,0.9666,1.0078,55,0,13
333,15,130,11,43,47,0.6476,0.1258,0.275,0.8709,0.4625,0.1512,0.9666,1.0078,55,0,13
334,16,22,14,-1,-1,-0.0353,0.1768,0.2374,0.2981,0.4625,0.1512,0.9666,1.0078,55,0,13
335,17,22,14,48,49,-0.0442,0.0118,0.0039,0.0459,0.4625,0.1512,0.9666,1.0078,55,0,13
336,18,22,10,50,51,0.0491,0.098,0.0243,0.1123,0.4434,0.1092,0.9589,0.9114,55,0,13
337,19,22,10,52,53,-0.0069,-0.012,-0.0541,0.0559,0.4434,0.1092,0.9589,0.9114,55,0,13
338,20,211,4,54,54,-0.2223,0.1111,0.4381,0.5227,0.4434,0.1092,0.9589,0.9114,55,0,13
339,21,111,4,22,23,0.0034,-0.3914,0.2362,0.4767,0.4434,0.1092,0.9589,0.9114,55,0,13
340,22,22,21,55,55,-0.0623,-0.1271,0.0754,0.1604,0.4434,0.1092,0.9589,0.9114,55,0,13
341,23,22,21,-1,-1,0.0657,-0.2643,0.1608,0.3163,0.4434,0.1092,0.9589,0.9114,55,0,13
342,24,-211,7,56,57,-0.1096,0.255,-0.0243,0.3116,0.4434,0.1092,0.9589,0.9114,55,0,13
343,25,111,7,26,27,-0.1559,-0.2681,0.5721,0.6646,0.4434,0.1092,0.9589,0.9114,55,0,13
344,26,22,25,-1,-1,-0.1775,-0.2082,0.4826,0.5547,0.4434,0.1092,0.9589,0.9114,55,0,13
345,27,22,25,-1,-1,0.0216,-0.0599,0.0895,0.1099,0.4434,0.1092,0.9589,0.9114,55,0,13
346,28,211,8,-1,-1,0.0053,-0.2319,-0.0137,0.271,0.4434,0.1092,0.9589,0.9114,55,0,13
347,29,111,8,30,31,-0.0311,-0.0895,0.8604,0.876,0.4434,0.1092,0.9589,0.9114,55,0,13
348,30,22,29,58,59,0.0046,-0.0988,0.333,0.3474,0.4434,0.1092,0.9589,0.9114,55,0,13
349,31,22,29,60,61,-0.0357,0.0093,0.5273,0.5286,0.4434,0.1092,0.9589,0.9114,55,0,13
350,32,333,2,34,35,-1.0757,-1.8309,-0.0333,2.3567,0.4783,0.0376,0.8885,0.7774,55,0,13
351,33,-10321,2,36,37,1.309,1.5486,2.2045,3.3632,0.4783,0.0376,0.8885,0.7774,55,0,13
352,34,321,32,62,65,-0.4754,-0.9056,0.1043,1.1405,0.4783,0.0376,0.8885,0.7774,55,0,13
353,35,-321,32,66,66,-0.6003,-0.9253,-0.1377,1.2162,0.4783,0.0376,0.8885,0.7774,55,0,13
354,36,310,33,67,68,-0.1285,0.5066,0.9101,1.1615,0.4783,0.0376,0.8885,0.7774,55,0,13
355,37,-211,33,69,74,1.4376,1.042,1.2943,2.2016,0.4783,0.0376,0.8885,0.7774,55,0,13
356,0,300553,-1,1,2,0.1759,0,4.4934,11.4938,0.459,0.0776,-2.2906,-0.3735,55,0,14
357,1,521,0,3,6,-0.0897,0.2618,2.191,5.7224,0.459,0.0776,-2.2906,-0.3735,55,0,14
358,2,-521,0,21,22,0.2656,-0.2618,2.3025,5.7714,0.459,0.0776,-2.2906,-0.3735,55,0,14
359,3,-423,1,7,8,1.2713,-0.9406,1.3187,2.8754,0.4491,0.1064,-2.0496,0.256,55,0,14
360,4,111,1,13,14,0.1541,0.0083,0.1197,0.2374,0.4491,0.1064,-2.0496,0.256,55,0,14
361,5,211,1,27,27,-0.0008,0.0111,0.0406,0.1458,0.4491,0.1064,-2.0496,0.256,55,0,14
362,6,115,1,15,16,-1.5143,1.183,0.7119,2.4638,0.4491,0.1064,-2.0496,0.256,55,0,14
363,7,-421,3,9,10,1.2118,-0.8508,1.252,2.6903,0.4491,0.1064,-2.0496,0.256,55,0,14
364,8,111,3,11,12,0.0595,-0.0898,0.0667,0.1852,0.4491,0.1064,-2.0496,0.256,55,0,14
365,9,321,7,28,31,0.7119,-1.1849,1.4285,2.0482,0.5564,0.0311,-1.9387,0.4942,55,0,14
366,10,-211,7,32,33,0.4999,0.3341,-0.1765,0.642,0.5564,0.0311,-1.9387,0.4942,55,0,14
367,11,22,8,-1,-1,0.0289,-0.0679,0.107,0.13,0.4491,0.1064,-2.0496,0.256,55,0,14
368,12,22,8,34,34,0.0306,-0.0219,-0.0403,0.0551,0.4491,0.1064,-2.0496,0.256,55,0,14
369,13,22,4,-1,-1,0.164,-0.0259,0.1139,0.2013,0.4491,0.1064,-2.0496,0.256,55,0,14
370,14,22,4,-1,-1,-0.0099,0.0343,0.0058,0.0361,0.4491,0.1064,-2.0496,0.256,55,0,14
371,15,213,6,17,18,-1.1346,0.9858,0.8514,1.9926,0.4491,0.1064,-2.0496,0.256,55,0,14
372,16,-211,6,35,36,-0.3797,0.1972,-0.1395,0.4712,0.4491,0.1064,-2.0496,0.256,55,0,14
373,17,211,15,37,45,-0.4083,0.1894,0.7707,0.9034,0.4491,0.1064,-2.0496,0.256,55,0,14
374,18,111,15,19,20,-0.7263,0.7964,0.0807,1.0892,0.4491,0.1064,-2.0496,0.256,55,0,14
375,19,22,18,-1,-1,-0.0519,0.0222,-0.014,0.0581,0.4491,0.1064,-2.0496,0.256,55,0,14
376,20,22,18,46,47,-0.6744,0.7742,0.0947,1.0311,0.4491,0.1064,-2.0496,0.256,55,0,14
377,21,333,2,23,24,1.2073,1.6978,2.3632,3.3154,0.4827,0.0543,-2.0851,0.1416,55,0,14
378,22,-10321,2,25,26,-0.9417,-1.9596,-0.0608,2.456,0.4827,0.0543,-2.0851,0.1416,55,0,14
379,23,321,21,48,49,0.7695,1.1022,1.3579,1.9735,0.4827,0.0543,-2.0851,0.1416,55,0,14
380,24,-321,21,50,52,0.4378,0.5956,1.0053,1.3419,0.4827,0.0543,-2.0851,0.1416,55,0,14
381,25,310,22,53,54,-0.5248,-0.9504,0.4044,1.261,0.4827,0.0543,-2.0851,0.1416,55,0,14
382,26,-211,22,55,60,-0.4169,-1.0092,-0.4652,1.1951,0.4827,0.0543,-2.0851,0.1416,55,0,14
383,0,300553,-1,1,2,0.1758,0,4.492,11.4898,0.4434,0.0764,0.8124,0.144,55,0,15
384,1,521,0,3,4,-0.0125,0.2626,2.1779,5.7167,0.4434,0.0764,0.8124,0.144,55,0,15
385,2,-521,0,9,10,0.1883,-0.2626,2.3141,5.7731,0.4434,0.0764,0.8124,0.144,55,0,15
386,3,333,1,5,6,-1.0125,1.939,1.7224,2.9672,0.4419,0.1076,1.0711,0.8231,55,0,15
387,4,10321,1,7,8,1.0001,-1.6764,0.4555,2.7495,0.4419,0.1076,1.0711,0.8231,55,0,15
388,5,321,3,25,26,-0.6735,1.2122,0.9859,1.7716,0.4419,0.1076,1.0711,0.8231,55,0,15
389,6,-321,3,27,27,-0.339,0.7269,0.7365,1.1956,0.4419,0.1076,1.0711,0.8231,55,0,15
390,7,310,4,28,29,0.4895,-1.9794,0.4045,2.1375,0.4419,0.1076,1.0711,0.8231,55,0,15
391,8,211,4,30,30,0.5106,0.303,0.051,0.612,0.4419,0.1076,1.0711,0.8231,55,0,15
392,9,423,2,11,12,-1.3399,-1.3418,2.5168,3.7361,0.5133,-0.0211,1.6716,2.2875,55,0,15
393,10,-213,2,21,22,1.5282,1.0792,-0.2027,2.037,0.5133,-0.0211,1.6716,2.2875,55,0,15
394,11,421,9,13,14,-1.2562,-1.2112,2.3606,3.4778,0.5133,-0.0211,1.6716,2.2875,55,0,15
395,12,111,9,19,20,-0.0837,-0.1306,0.1563,0.2583,0.5133,-0.0211,1.6716,2.2875,55,0,15
396,13,20213,11,15,16,-0.2868,-0.92,1.7369,2.1905,0.4402,-0.0915,1.8089,2.4897,55,0,15
397,14,-321,11,-1,-1,-0.9694,-0.2912,0.6237,1.2873,0.4402,-0.0915,1.8089,2.4897,55,0,15
398,15,113,13,17,18,-0.0543,-0.5441,0.9396,1.2683,0.4402,-0.0915,1.8089,2.4897,55,0,15
399,16,211,13,31,32,-0.2325,-0.3759,0.7973,0.9222,0.4402,-0.0915,1.8089,2.4897,55,0,15
400,17,211,15,33,34,-0.2519,-0.2548,0.1895,0.4286,0.4402,-0.0915,1.8089,2.4897,55,0,15
401,18,-211,15,35,36,0.1976,-0.2894,0.7501,0.8396,0.4402,-0.0915,1.8089,2.4897,55,0,15
402,19,22,12,-1,-1,0.0358,-0.0329,0.056,0.0741,0.5133,-0.0211,1.6716,2.2875,55,0,15
403,20,22,12,-1,-1,-0.1196,-0.0977,0.1003,0.1841,0.5133,-0.0211,1.6716,2.2875,55,0,15
404,21,-211,10,37,37,0.3903,0.6185,0.1351,0.7567,0.5133,-0.0211,1.6716,2.2875,55,0,15
405,22,111,10,23,24,1.1378,0.4607,-0.3378,1.2803,0.5133,-0.0211,1.6716,2.2875,55,0,15
406,23,22,22,-1,-1,0.3803,0.1803,-0.1777,0.4568,0.5133,-0.0211,1.6716,2.2875,55,0,15
407,24,22,22,-1,-1,0.7576,0.2804,-0.1601,0.8235,0.5133,-0.0211,1.6716,2.2875,55,0,15
408,0,300553,-1,1,2,0.176,0,4.5029,11.4965,0.4326,0.0744,-0.1898,-0.0232,55,0,16
409,1,521,0,3,6,-0.189,0.0732,2.3811,5.7948,0.4326,0.0744,-0.1898,-0.0232,55,0,16
410,2,-521,0,10,11,0.365,-0.0732,2.1218,5.7017,0.4326,0.0744,-0.1898,-0.0232,55,0,16
411,3,-421,1,7,9,0.7806,0.2531,2.7034,3.3851,0.4323,0.0745,-0.1864,-0.015,55,0,16
412,4,-11,1,16,18,-1.4509,0.1915,0.2253,1.4808,0.4323,0.0745,-0.1864,-0.015,55,0,16
413,5,12,1,-1,-1,0.5402,-0.3782,-0.5635,0.8674,0.4323,0.0745,-0.1864,-0.015,55,0,16
414,6,22,1,-1,-1,-0.0589,0.0069,0.016,0.0615,0.4323,0.0745,-0.1864,-0.015,55,0,16
415,7,321,3,19,21,0.3723,0.8499,1.3282,1.6937,0.4694,0.0865,-0.0581,0.1456,55,0,16
416,8,11,3,22,29,-0.0627,-0.1794,0.8519,0.8729,0.4694,0.0865,-0.0581,0.1456,55,0,16
417,9,-12,3,-1,-1,0.4711,-0.4175,0.5232,0.8185,0.4694,0.0865,-0.0581,0.1456,55,0,16
418,10,333,2,12,13,-0.1112,0.082,3.5214,3.6674,0.4411,0.0727,-0.1405,0.1091,55,0,16
419,11,-10321,2,14,15,0.4762,-0.1553,-1.3996,2.0343,0.4411,0.0727,-0.1405,0.1091,55,0,16
420,12,321,10,30,40,-0.0026,0.1315,1.9567,2.0223,0.4411,0.0727,-0.1405,0.1091,55,0,16
421,13,-321,10,41,56,-0.1085,-0.0494,1.5647,1.6451,0.4411,0.0727,-0.1405,0.1091,55,0,16
422,14,310,11,57,58,0.5214,0.4484,-0.8993,1.2367,0.4411,0.0727,-0.1405,0.1091,55,0,16
423,15,-211,11,59,61,-0.0452,-0.6037,-0.5003,0.7976,0.4411,0.0727,-0.1405,0.1091,55,0,16
424,0,300553,-1,1,2,0.176,0,4.501,11.4954,0.6139,0.0691,3.0254,0.5133,55,0,17
425,1,521,0,3,5,0.2779,-0.0119,1.9887,5.6481,0.6139,0.0691,3.0254,0.5133,55,0,17
426,2,-521,0,16,17,-0.102,0.0119,2.5122,5.8473,0.6139,0.0691,3.0254,0.5133,55,0,17
427,3,-423,1,6,7,-0.5524,0.1795,1.3121,2.4672,0.6145,0.0691,3.0297,0.5255,55,0,17
428,4,-13,1,-1,-1,1.8536,-0.3759,0.9307,2.1106,0.6145,0.0691,3.0297,0.5255,55,0,17
429,5,14,1,-1,-1,-1.0233,0.1845,-0.2541,1.0704,0.6145,0.0691,3.0297,0.5255,55,0,17
430,6,-421,3,8,9,-0.5536,0.1621,1.2465,2.3161,0.6145,0.0691,3.0297,0.5255,55,0,17
431,7,111,3,14,15,0.0012,0.0174,0.0656,0.1511,0.6145,0.0691,3.0297,0.5255,55,0,17
432,8,323,6,10,11,-0.8321,0.5289,1.2639,1.8345,0.5805,0.079,3.1062,0.6677,55,0,17
433,9,-211,6,-1,-1,0.2784,-0.3668,-0.0174,0.4815,0.5805,0.079,3.1062,0.6677,55,0,17
434,10,321,8,22,22,-0.7242,0.6329,1.2164,1.6274,0.5805,0.079,3.1062,0.6677,55,0,17
435,11,111,8,12,13,-0.1079,-0.104,0.0475,0.2072,0.5805,0.079,3.1062,0.6677,55,0,17
436,12,22,11,-1,-1,-0.1201,-0.1217,0.0612,0.1816,0.5805,0.079,3.1062,0.6677,55,0,17
437,13,22,11,-1,-1,0.0122,0.0177,-0.0138,0.0256,0.5805,0.079,3.1062,0.6677,55,0,17
438,14,22,7,-1,-1,0.0033,0.0449,0.0984,0.1082,0.6145,0.0691,3.0297,0.5255,55,0,17
439,15,22,7,23,24,-0.002,-0.0275,-0.0328,0.0429,0.6145,0.0691,3.0297,0.5255,55,0,17
440,16,333,2,18,19,-0.7627,2.0029,2.0031,3.1058,0.6086,0.0697,3.1551,0.8154,55,0,17
441,17,-10321,2,20,21,0.6607,-1.991,0.5092,2.7415,0.6086,0.0697,3.1551,0.8154,55,0,17
442,18,321,16,25,28,-0.499,1.215,1.2725,1.8943,0.6086,0.0697,3.1551,0.8154,55,0,17
443,19,-321,16,29,31,-0.2636,0.7879,0.7305,1.2115,0.6086,0.0697,3.1551,0.8154,55,0,17
444,20,310,17,32,33,0.1458,-0.3422,-0.4441,0.7637,0.6086,0.0697,3.1551,0.8154,55,0,17
445,21,-211,17,-1,-1,0.5149,-1.6488,0.9533,1.9778,0.6086,0.0697,3.1551,0.8154,55,0,17
446,0,300553,-1,1,2,0.1759,0,4.4932,11.4926,0.5432,0.075,-0.8336,-0.1304,55,0,18
447,1,521,0,3,5,-0.0998,-0.2424,2.2924,5.7613,0.5432,0.075,-0.8336,-0.1304,55,0,18
448,2,-521,0,13,14,0.2756,0.2424,2.2008,5.7312,0.5432,0.075,-0.8336,-0.1304,55,0,18
449,3,-421,1,6,9,0.1125,-2.0509,0.2833,2.7887,0.5233,0.0267,-0.3767,1.0177,55,0,18
450,4,-11,1,19,20,-0.1579,1.7061,1.0563,2.0128,0.5233,0.0267,-0.3767,1.0177,55,0,18
451,5,12,1,-1,-1,-0.0543,0.1024,0.9528,0.9598,0.5233,0.0267,-0.3767,1.0177,55,0,18
452,6,311,3,10,10,-0.2279,-0.9686,-0.4447,1.1982,0.5309,-0.1115,-0.3577,1.2057,55,0,18
453,7,211,3,21,21,0.0107,-0.0362,0.1801,0.231,0.5309,-0.1115,-0.3577,1.2057,55,0,18
454,8,-211,3,-1,-1,0.0692,-0.4115,-0.0458,0.4423,0.5309,-0.1115,-0.3577,1.2057,55,0,18
455,9,111,3,11,12,0.2605,-0.6346,0.5937,0.9172,0.5309,-0.1115,-0.3577,1.2057,55,0,18
456,10,310,6,22,23,-0.2279,-0.9686,-0.4447,1.1982,0.5309,-0.1115,-0.3577,1.2057,55,0,18
457,11,22,9,-1,-1,0.1204,-0.4574,0.3899,0.613,0.5309,-0.1115,-0.3577,1.2057,55,0,18
458,12,22,9,-1,-1,0.1401,-0.1772,0.2038,0.3042,0.5309,-0.1115,-0.3577,1.2057,55,0,18
459,13,333,2,15,16,1.5552,-0.0426,3.2127,3.7138,0.5777,0.1054,-0.5582,0.5867,55,0,18
460,14,-10321,2,17,18,-1.2796,0.285,-1.0119,2.0174,0.5777,0.1054,-0.5582,0.5867,55,0,18
461,15,321,13,24,25,0.5606,-0.0847,1.312,1.5121,0.5777,0.1054,-0.5582,0.5867,55,0,18
462,16,-321,13,26,30,0.9947,0.0421,1.9007,2.2017,0.5777,0.1054,-0.5582,0.5867,55,0,18
463,17,310,14,31,32,-0.3491,0.3755,-0.7515,1.0369,0.5777,0.1054,-0.5582,0.5867,55,0,18
