  2.0000e+00  0.0000e+00
  6.0000e+00  4.2330e+01
  1.0000e+01  4.4921e+01
  1.4000e+01  4.3033e+01
  1.8000e+01  1.7501e+02
  2.2000e+01  4.4390e+01
  2.6000e+01  0.0000e+00
  3.0000e+01  2.5825e+02
  3.4000e+01  1.3034e+02
  3.8000e+01  1.7278e+02
  4.2000e+01  4.3443e+01
  4.6000e+01  1.7320e+02
  5.0000e+01  1.8084e+02
  5.4000e+01  8.4905e+01
  5.8000e+01  8.5054e+01
  6.2000e+01  1.7742e+02
  6.6000e+01  4.2142e+01
  7.0000e+01  2.2040e+02
  7.4000e+01  1.2842e+02
  7.8000e+01  2.6259e+02
  8.2000e+01  8.4249e+01
  8.6000e+01  0.0000e+00
  9.0000e+01  0.0000e+00
  9.4000e+01  0.0000e+00
  9.8000e+01  0.0000e+00
  1.0200e+02  0.0000e+00
  1.0600e+02  4.2663e+01
  1.1000e+02  4.5608e+01
  1.1400e+02  0.0000e+00
  1.1800e+02  0.0000e+00
  1.2200e+02  4.2670e+01
  1.2600e+02  0.0000e+00
  1.3000e+02  0.0000e+00
  1.3400e+02  0.0000e+00
  1.3800e+02  0.0000e+00
  1.4200e+02  0.0000e+00
  1.4600e+02  0.0000e+00
  1.5000e+02  0.0000e+00
  1.5400e+02  0.0000e+00
  1.5800e+02  0.0000e+00
  1.6200e+02  0.0000e+00
  1.6600e+02  0.0000e+00
  1.7000e+02  0.0000e+00
  1.7400e+02  0.0000e+00
  1.7800e+02  0.0000e+00
  1.8200e+02  0.0000e+00
  1.8600e+02  0.0000e+00
  1.9000e+02  0.0000e+00
  1.9400e+02  0.0000e+00
  1.9800e+02  0.0000e+00
